0,4.18965
1,4.15967
2,4.1714
3,4.1706
4,4.1618
5,4.21476
6,4.11872
7,4.10577
8,4.12927
9,4.12108
10,4.07848
11,4.06266
12,4.06606
13,4.10497
14,4.04878
15,4.05756
16,4.04623
17,4.05509
18,4.03434
19,4.02145
20,4.01789
21,3.94797
22,3.97126
23,3.97326
24,3.94647
25,3.97497
26,3.90445
27,3.91301
28,3.88044
29,3.90055
30,3.88462
31,3.82963
32,3.82231
33,3.8756
34,3.83339
35,3.84099
36,3.79774
37,3.84143
38,3.77934
39,3.77134
40,3.76985
41,3.75228
42,3.72311
43,3.75804
44,3.68335
45,3.69277
46,3.67955
47,3.68121
48,3.64586
49,3.64241
50,3.65342
51,3.60772
52,3.66646
53,3.60525
54,3.62147
55,3.60801
56,3.5452
57,3.59016
58,3.58002
59,3.55694
60,3.51386
61,3.4708
62,3.4572
63,3.46318
64,3.45001
65,3.45931
66,3.4341
67,3.41409
68,3.36334
69,3.39959
70,3.39615
71,3.37843
72,3.3677
73,3.33353
74,3.29321
75,3.30814
76,3.29892
77,3.3123
78,3.27899
79,3.24624
80,3.19887
81,3.19803
82,3.24609
83,3.20252
84,3.16752
85,3.15842
86,3.13821
87,3.15465
88,3.1428
89,3.14376
90,3.09526
91,3.09353
92,3.12226
93,3.06805
94,3.03376
95,2.99199
96,2.99281
97,2.9547
98,2.98039
99,2.94012
100,2.9678
101,2.98104
102,2.90554
103,2.91262
104,2.86865
105,2.85402
106,2.81427
107,2.81329
108,2.80618
109,2.8195
110,2.74983
111,2.73506
112,2.73242
113,2.76286
114,2.76071
115,2.74279
116,2.69174
117,2.69937
118,2.65507
119,2.64066
120,2.66823
121,2.6129
122,2.5935
123,2.54829
124,2.55613
125,2.51961
126,2.51412
127,2.53517
128,2.53885
129,2.55023
130,2.54511
131,2.50038
132,2.50383
133,2.48477
134,2.50393
135,2.43656
136,2.44453
137,2.43731
138,2.40766
139,2.41366
140,2.38983
141,2.38457
142,2.36128
143,2.36122
144,2.34564
145,2.34515
146,2.30075
147,2.31023
148,2.32001
149,2.31068
150,2.31205
151,2.23563
152,2.22975
153,2.24248
154,2.24918
155,2.20376
156,2.19698
157,2.19816
158,2.19474
159,2.18298
160,2.14735
161,2.16621
162,2.14145
163,2.15156
164,2.15922
165,2.15346
166,2.10434
167,2.09406
168,2.09814
169,2.10507
170,2.11795
171,2.08459
172,2.0531
173,2.06424
174,2.05397
175,2.05638
176,2.03204
177,2.04817
178,2.03522
179,2.00049
180,2.01081
181,2.00946
182,2.00047
183,1.9932
184,2.01026
185,1.99903
186,2.00626
187,1.94894
188,1.95149
189,1.95064
190,1.95523
191,1.95891
192,1.91947
193,1.94743
194,1.93892
195,1.9622
196,1.88776
197,1.91174
198,1.89978
199,1.89427
200,1.8958
201,1.88472
202,1.898
203,1.88767
204,1.91912
205,1.90163
206,1.90642
207,1.82725
208,1.84203
209,1.85544
210,1.86618
211,1.86299
212,1.84857
213,1.85196
214,1.85512
215,1.84463
216,1.83614
217,1.8637
218,1.84845
219,1.87404
220,1.79599
221,1.78235
222,1.8138
223,1.80891
224,1.80604
225,1.80535
